Campagne,Region,Site,Famille,Variete,Num Parcelle,CodeTracabilite,Date,Tonnage,is_train,Recolte,day,month,year,irrigation_daily_mean,irrigation_daily_std,irrigation_daily_median,irrigation_daily_quantile_25th,irrigation_daily_quantile_75th,irrigation_daily_min,irrigation_daily_max,irrigation_cumulee_1,irrigation_cumulee_2,irrigation_cumulee_3,irrigation_cumulee_4,irrigation_cumulee_5,irrigation_cumulee_6,irrigation_cumulee_7,irrigation_cumulee_8,irrigation_cumulee_9,irrigation_cumulee_10,irrigation_cumulee_11,irrigation_cumulee_12,N_cumulee_1,P_cumulee_1,K_cumulee_1,N_cumulee_2,P_cumulee_2,K_cumulee_2,N_cumulee_3,P_cumulee_3,K_cumulee_3,N_cumulee_4,P_cumulee_4,K_cumulee_4,N_cumulee_5,P_cumulee_5,K_cumulee_5,N_cumulee_6,P_cumulee_6,K_cumulee_6,N_cumulee_7,P_cumulee_7,K_cumulee_7,N_cumulee_8,P_cumulee_8,K_cumulee_8,N_cumulee_9,P_cumulee_9,K_cumulee_9,N_cumulee_10,P_cumulee_10,K_cumulee_10,N_cumulee_11,P_cumulee_11,K_cumulee_11,N_cumulee_12,P_cumulee_12,K_cumulee_12,Date Plantation,Date Arrachage,Porte Greffe,Sup Debut Camp,Sup Plantee,Sup Arrachee,Sup Fin Camp,Tree Age,Days to Arrachage
21/22,HAOUZ,Marrakech,AF,AF1,23090,TR21705,2022-03-01,"33950,795",True,3,1,3,2022,9.65426678832117,3.165658568097965,9.8623,7.3446,12.33255,3.5966,14.9164,78.6146,119.6723,23.8773,20.6526,162.122,406.27220000000005,599.9673,648.575,447.9237,439.4547,402.8155,142.9709,19.159219215,23.899972922,8.99762865,5.480955599999999,2.9643408,1.81722,0.0,0.0,0.0,0.0,0.0,0.108189,0.0,0.0,0.0,4.961630071,0.0,3.0209994,0.2486868,0.86229,9.603285,0.2862006,0.0,12.918765,7.838323499999999,6.7894686,9.3277596,4.4289177,4.4996334,3.4259559,21.041349,1.226166,7.188651,14.51913705,7.3111635,3.3797832,2019-01-06,,PG4,1.078,0.0,0.0,1.078,1150.0,
21/22,HAOUZ,Marrakech,AF,AF1,23120,TR21705,2022-03-01,"39838,1",True,3,1,3,2022,9.29326313868613,3.047283576354005,9.4935,7.07,11.8714,3.4621,14.3587,75.6751,115.1972,22.9845,19.8804,156.0597,391.0802,577.5331,624.3228,431.1741,423.0222,387.7531,137.62470000000002,16.517429301,23.006277349,8.644412287,5.2760032500000005,2.8535004,1.749255,0.0,0.0,0.0,0.0,0.0,0.088917,0.0,0.0,0.0,4.776202741,0.0,2.9080326,0.2396508,0.8313615,9.345591000000002,1.421085,0.0,16.489257,7.297029,6.535566,8.112460800000001,4.8475647,5.2665588,3.882048,20.0621826,0.987966,6.858066000000001,13.984252949999998,7.0377687,3.2284542,2019-01-06,,PG4,1.057,0.0,0.0,1.057,1150.0,
21/22,HAOUZ,Marrakech,AF,AF1,23130,TR21807,2022-03-01,"71411,6",True,3,1,3,2022,9.65426678832117,3.165658568097965,9.8623,7.3446,12.33255,3.5966,14.9164,78.6146,119.6723,23.8773,20.6526,162.122,406.27220000000005,599.9673,648.575,447.9237,439.4547,402.8155,142.9709,17.15689397,23.899972922,8.906926309,5.480955599999999,2.9643408,1.81722,0.0,0.0,0.0,1.6974,0.0,0.123,0.0,0.0,0.0,4.961630071,0.0,3.0209994,0.2076426,0.657069,9.277275,1.4684037,0.0,17.1019452,8.360272499999999,6.7894686,11.1642636,3.6989283,4.1282634,2.6959665,20.824107,1.008924,7.054832999999999,14.51913705,7.3111635,3.3027222,2019-01-06,2050-09-30,PG4,1.078,0.0,0.0,1.078,1150.0,10440.0
21/22,HAOUZ,Marrakech,AF,AF1,23140,TR21807,2022-03-01,82712,True,3,1,3,2022,9.65426678832117,3.165658568097965,9.8623,7.3446,12.33255,3.5966,14.9164,78.6146,119.6723,23.8773,20.6526,162.122,406.27220000000005,599.9673,648.575,447.9237,439.4547,402.8155,142.9709,17.170197615,23.899972922,8.99762865,5.480955599999999,2.9643408,1.81722,0.0,0.0,0.0,1.6974,0.0,0.123,0.0,0.0,0.0,4.961630071,0.0,3.0209994,0.2076426,0.657069,9.277275,1.4684037,0.0,17.1019452,7.35773295,6.7894686,7.663934999999999,4.1780958,3.7039974,3.175134,20.824107,1.008924,6.978653999999999,14.51913705,7.3111635,3.3484272000000006,2019-01-06,,PG9,1.078,0.0,0.0,1.078,1150.0,
21/22,HAOUZ,Marrakech,NOA,NOA1,21140,TR21303,2022-03-01,473,True,4,1,3,2022,37.84780672268908,14.40503573212689,30.6387,29.6026,44.4039,12.6551,103.6092,615.0683000000001,303.5007,162.9623,126.84720000000002,907.838,1549.400400000001,1157.7580999999998,1604.3878,1388.6582,1229.1000999999997,1084.3436,1079.3112,20.438055568000003,31.908880549000003,15.802659454,4.4551998,0.0,0.0,2.5039977,1.278828,0.0,13.1620965,1.278828,0.0,0.0,0.0,0.417702,0.7502733,0.0,0.0,0.7369534499999999,2.2877118,48.6358956,0.5004084,0.0,22.5100488,5.5601256,6.8916852,9.333296400000002,13.49994555,15.8612316,11.6795325,32.65125405,0.0,27.709209,43.3138416,11.5833348,13.5882696,2007-01-06,2022-05-14,PG2,1.4326,0.0,1.4326,0.4,5533.0,74.0
21/22,HAOUZ,Marrakech,NOA,NOA1,21150,TR21303,2022-03-01,10769,True,3,1,3,2022,41.622026890756295,15.84152844080381,33.694,32.5546,48.8319,13.9171,113.9412,676.4036,333.76610000000005,179.2131,139.4965,998.3687,1703.9083000000005,1273.2108999999998,1764.3789999999997,1527.1368999999995,1351.668,1192.4755999999998,1186.9412999999995,22.465361149000003,35.090867933,17.378510639,10.2957774,0.0,0.0,2.7537,1.4063544,0.0,2.7537,1.4063544,0.0,0.0,0.0,1.2103425,0.8250903,0.0,0.360228,0.57900855,1.6199865,50.9028444,0.5503089,0.0,24.7547604,6.0799485,7.5789261,10.1557266,17.004491849999997,17.8190244,15.002547,35.90727315,0.0,30.397815,47.67085515,12.738464100000002,14.8927752,2007-01-06,2022-05-14,PG2,1.5355,0.0,1.5355,0.4,5533.0,74.0
21/22,HAOUZ,Marrakech,NOA,NOA1,21160,TR21303,2022-03-01,"28583,21123",True,3,1,3,2022,15.571974789915966,5.926756231646373,12.6059,12.1796,18.2694,5.2068,42.6286,253.0614,124.8713,67.04870000000001,52.1895,373.5174,637.4802,476.3441,660.1038999999998,571.3448000000001,505.6968,446.1387,444.068,8.990668857,13.128479443,6.461824532,2.1972978,0.0,0.0,1.0302255,0.5261436,0.0,1.0302255,0.5261436,0.0,0.0,0.0,0.280962,0.3086882999999999,0.0,0.134766,0.26544615,0.7950729000000001,19.5890394,0.2201334,0.0,9.3455409,2.2746567,2.8354563,3.7994988,6.00335835,6.937166400000001,5.2472745000000005,13.4338752,0.0,11.37261,17.820962249999997,4.765767299999999,5.533101,2007-01-06,2022-05-14,PG2,0.8248,0.0,0.8248,0.4,5533.0,74.0
21/22,HAOUZ,Marrakech,ORA,ORA2,22080,TR22080,2022-03-01,3215,True,0,1,3,2022,58.30651619047619,19.34722223941146,61.2075,40.805,69.9805,33.8896,122.4149,604.9302,306.8705,878.1235,1666.3733000000002,1226.8013999999998,1770.0178,1040.9349,1810.5172,1527.6363000000003,1867.1337,1745.7388,1420.9311000000002,11.373674649,11.650517568,8.66925693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024592201,0.0,0.0,0.467868841,0.0,29.301375,0.5774118,0.0,23.87184,2.3737959,5.2205472,7.535865,15.20571675,15.1595328,13.613790000000002,23.2754382,0.0,26.05461,45.262701,11.8869444,14.327925,1984-01-06,2022-04-13,PG5,1.2274,0.0,1.2274,0.4,13934.0,43.0
21/22,HAOUZ,Marrakech,ORA,ORA2,22100,TR22100,2022-03-01,635,True,1,1,3,2022,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049957562,0.0,0.0,0.031717921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56792,1.56792,1.56792,0.0,0.0,0.0,0.019599,0.0,0.1244099999999999,1986-01-01,,PG5,1.231,0.0,0.0,1.231,13208.0,
21/22,HAOUZ,Marrakech,ORA,ORA2,24102,TR24102,2022-03-01,263,True,0,1,3,2022,24.18135255102041,13.07512252853678,21.44825,13.9438,29.9835,11.6441,96.5299,203.6614,424.1603,418.3664,726.5942,610.7119,716.3711999999999,472.8399999999999,788.8665000000002,679.4353000000001,811.2682999999997,760.2418,594.3166,7.625989370000001,7.164728514,5.306494675,2.4523428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6374915999999999,0.0,0.0,0.297895321,0.077109,13.72011,0.2491398,0.0,11.00034,1.093869,2.4056676,3.472605,7.959023100000001,8.691112200000001,7.1679015,16.124632050000002,0.0,18.049935,20.8708971,5.4775116,6.719223,2009-07-30,2050-09-30,PG2,0.916,0.0,0.0,0.916,4597.0,10440.0
21/22,HAOUZ,Marrakech,ORA,ORA4,30090,TR31303,2022-03-01,"4279,7",True,0,1,3,2022,13.965589699570817,6.383129471179615,13.7567,6.8783,13.7567,6.8783,34.3917,130.6884,162.4349,165.0804,206.3505,433.33520000000016,450.2663000000001,406.3511000000001,668.2564000000002,477.2507000000001,522.7534,422.22390000000007,343.9168000000001,18.514144093,19.057217053,0.154904748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559531229999999,0.0,2.962965,0.45262344,0.7087266,8.4354444,0.346269,0.0,11.931225,5.3706396,5.5428624,6.00528,11.4273165,11.7902844,12.0281343,20.776868850000003,0.8287878,30.4842801,8.4127248,2.6000028,0.0863496,2007-01-06,2050-09-30,PG2,1.0534,0.0,0.0,1.0534,5533.0,10440.0
21/22,HAOUZ,Marrakech,ORA,ORA4,31050,TR31303,2022-03-01,"18782,3",True,1,1,3,2022,13.903929613733906,6.354945361822433,13.6959,6.848,13.6959,6.848,34.2398,130.1113,161.7173,164.3508,205.4385,431.4217,448.2784000000001,404.5565,665.3063000000003,475.14330000000007,520.4454000000001,420.3597,342.3983,18.434701775,18.973079232,0.074976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554941219999999,0.0,2.949885,0.45055296,0.7055973,8.3981832,0.3447402,0.0,11.87853,5.34691155,5.5183518,5.97876,11.9119968,13.0029984,12.5101641,20.67923175,0.7957850999999999,30.3478128,8.375567850000001,2.588517,0.153612,2007-01-06,2050-09-30,PG2,1.048,0.0,0.0,1.048,5533.0,10440.0
21/22,HAOUZ,Marrakech,ORA,ORA4,31060,TR31303,2022-03-01,4991,True,1,1,3,2022,11.005983690987124,5.030405273014022,10.8413,5.4207,10.8413,5.4207,27.1034,102.9926,128.01110000000003,130.09560000000002,162.6195,341.50179999999995,354.8457,320.2366,526.6396,376.1113,411.9707,332.7456,271.0336,14.599110911,15.018601518,0.070029589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04392936,0.0,2.33505,0.35664612,0.5585373,6.6477882,0.2728866,0.0,9.402735,4.2324771,4.3681842,4.73262,8.593115999999998,8.6639436,9.0665829,16.3628973,0.5985942,23.956752750000003,6.6298863,2.0489922,0.0654432,2007-01-06,2050-09-30,PG2,0.913,0.0,0.0,0.913,5533.0,10440.0
21/22,HAOUZ,Marrakech,ORA,ORA4,31080,TR31303,2022-03-01,29537,True,1,1,3,2022,8.601300858369099,3.931341352800687,8.4726,4.2363,8.4726,4.2363,21.1816,80.49,100.0422,101.6712,127.089,266.8884,277.3164,250.2689,411.5751,293.93550000000005,321.9606,260.0451,211.8162,11.412205807,11.737226396,0.110478409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03442296,0.0,1.82487,0.27875568,0.4364946,5.1953214,0.2132634,0.0,7.34835,3.30772635,3.4138098,3.698595,7.7941842,8.0173368,8.1642081,12.792715950000002,0.4924149,18.7741401,5.1813321,1.6013214,0.0531576,2007-01-06,2050-09-30,PG2,0.802,0.0,0.0,0.802,5533.0,10440.0
21/22,HAOUZ,Marrakech,ORA,ORA4,32040,TR31303,2022-03-01,50189,True,1,1,3,2022,6.474115879828326,2.9590701148386565,6.3773,3.1886,6.3773,3.1886,15.9432,60.58409999999999,75.3011,76.5276,95.65950000000002,200.88409999999996,208.7325,188.3744,309.7882,221.2424,242.3362,195.7329,159.43169999999998,8.583745036,8.834471481000001,0.034846252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256917599999999,0.0,1.37355,0.20974308,0.3285423,3.9104382,0.1605198,0.0,5.530995,2.48967645,2.5695306,2.78388,5.4042234,5.6233404,5.682735899999999,9.6260202,0.3561867,14.10067185,3.89991735,1.20528,0.0549264,2007-01-06,2050-09-30,PG2,0.7,0.0,0.0,0.7,5533.0,10440.0
21/22,HAOUZ,Marrakech,ORA,ORA4,32060,TR31303,2022-03-01,28847,True,1,1,3,2022,5.19470643776824,2.374302300804376,5.117,2.5585,5.117,2.5585,12.7925,48.6115,60.42,61.40399999999999,76.755,161.18549999999996,167.48300000000003,151.14770000000004,248.5672,177.52,194.446,157.0524,127.9247,6.906237323,7.088611641,0.05804606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02080596,0.0,1.10211,0.1683578399999999,0.2636136,3.1376724,0.1287972,0.0,4.437975,1.9976787,2.0617254,2.233725,4.8533682,5.03175,5.0768289,7.7237556,0.2859504,11.3144154,3.129219,0.9671076,0.0443088,2007-01-06,2050-09-30,PG2,0.643,0.0,0.0,0.643,5533.0,10440.0
21/22,HAOUZ,Marrakech,ORA,ORA4,32140,TR31202,2022-03-01,"47547,2",True,1,1,3,2022,20.03890214592274,9.159006799703825,19.7391,9.8696,19.7391,9.8696,49.3479,187.5217,233.0732,236.86920000000003,296.08650000000006,621.7825,646.0774999999999,583.064,958.867,684.7964,750.0871,605.8395,493.4787,26.546875605000004,27.34479268,0.072883006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054286442,0.0,4.251495,0.649496641,1.016937,12.103833,0.4968558,0.0,17.119845,7.7061993,7.9533414,8.61687,16.4504751,16.0796832,17.312598,29.7950577,1.103208,43.646761950000005,12.07122435,3.7306818,0.0728808,2007-01-06,2050-09-30,PG6,1.339,0.0,0.0,1.339,5533.0,10440.0
21/22,HAOUZ,Marrakech,SPA,SPA1,24200,TR24200,2022-03-01,"91840,4",True,0,1,3,2022,24.20782666666667,11.452279051453427,21.6199,17.173,24.9735,13.8425,77.48,196.8586,340.45330000000007,335.8029,583.2028,490.1891,574.9972,379.5261,633.1856999999999,545.3499999999998,651.1659999999998,610.2100999999999,477.0295,6.033640456,5.750815686,4.249713574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52159542,0.0,0.0,0.2002602,0.0,10.83723,0.1999746,0.0,8.82954,0.8779806,1.9309266,2.78724,6.07935765,6.3335586,5.4443148,12.94244025,0.0,14.4879,16.7501907,4.3965342,5.358753,2009-01-07,2022-05-14,PG2,0.745,0.0,0.745,0.4,4801.0,74.0
21/22,HAOUZ,Marrakech,SPA,SPA7,31020,TR31401,2022-03-01,"30441,5",True,0,1,3,2022,3.04221625,0.795267402692354,2.6984,2.5504,3.4005,1.7002,5.3967,25.3516,30.580899999999996,27.9478,22.9536,77.46,113.0664,104.56529999999998,140.2699,123.26769999999996,146.22039999999998,113.491,52.7077,10.591695929,10.535572481,0.014348447,4.49963625,2.7684666,1.31919,1.08535785,0.5504436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763155,0.0,0.0,0.624297,2.4632166,0.0,0.2781786,0.0,0.0,0.0,0.0,0.0,4.5985821,4.6365372,5.0157,10.4660499,0.0,6.71592,4.8920112,1.6296714,0.786345,2020-07-25,,PG7,0.733,0.0,0.0,0.733,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,31030,TR31401,2022-03-01,70550,True,0,1,3,2022,2.0936787500000005,0.5423161286904175,1.8864,1.6953,2.2604,1.1302,3.7728,16.9345,21.3792,18.866100000000003,15.2577,51.5515,75.15960000000003,69.50870000000002,93.24399999999996,81.94120000000004,97.19949999999996,75.44310000000002,35.03660000000001,7.052473386999999,7.003415234,0.010729018,3.14563995,1.9353978,0.922215,0.75876075,0.3848148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507276,0.0,0.0,0.414993,1.6373925,0.0,0.1849176,0.0,0.0,0.0,0.0,0.0,3.0568608,3.0820824,3.33411,6.9571929,0.0,4.4643,3.25191105,1.083294,0.52272,2020-07-25,,PG7,0.649,0.0,0.0,0.649,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,31040,TR31401,2022-03-01,"11584,4",True,0,1,3,2022,3.256215416666667,0.8470346434279927,2.9075,2.6904,3.5872,1.7936,5.815,26.798,32.9511,29.671799999999998,24.2136,81.7535,119.27439999999996,110.30639999999998,147.97200000000004,130.03609999999998,154.24969999999996,119.72289999999998,55.60160000000001,11.173199215,11.114115479,0.015124038,4.8484014,2.9830518,1.42143,1.16948865,0.5931144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0805086,0.0,0.0,0.6585816,2.5984902,0.0,0.2934582,0.0,0.0,0.0,0.0,0.0,4.851103800000001,4.8911688,5.29113,11.04077925,0.0,7.08471,5.16065415,1.7191602,0.82953,2020-07-25,,PG7,0.751,0.0,0.0,0.751,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32010,TR31401,2022-03-01,"12479,9",True,0,1,3,2022,1.638525,0.4244059869973137,1.4763,1.3268,1.769,0.8845,2.9526,13.2531,16.7318,14.765,11.9412,40.3445,58.82019999999999,54.39809999999999,72.97299999999997,64.1275,76.06929999999998,59.042,27.4198,5.510455189,5.480933661,0.0074973869999999,2.4618078,1.5146351999999998,0.72174,0.59380965,0.3011418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397007999999999,0.0,0.0,0.3247799999999999,1.2814392,0.0,0.1447152,0.0,0.0,0.0,0.0,0.0,2.3923146,2.4120504,2.60931,5.4447684,0.0,3.4938,2.5449774,0.8477946,0.40908,2020-07-25,,PG7,0.574,0.0,0.0,0.574,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32020,TR31401,2022-03-01,"43935,8",True,0,1,3,2022,1.0559354166666668,0.2735112677641783,0.9514,0.855,1.14,0.57,1.9028,8.5407,10.782700000000002,9.515,7.695,25.9993,37.9063,35.05639999999999,47.0275,41.3267,49.02229999999999,38.0497,17.6704,3.557077057,3.532157249,0.005429142,1.5864729000000002,0.9760824,0.465105,0.38266575,0.1940598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255852,0.0,0.0,0.2092962,0.8258058,0.0,0.093261,0.0,0.0,0.0,0.0,0.0,1.5417213,1.5544224,1.68153,3.50884695,0.0,2.25156,1.6400901,0.546345,0.263625,2020-07-25,,PG7,0.526,0.0,0.0,0.526,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32030,TR31401,2022-03-01,15953,True,0,1,3,2022,1.7841658333333332,0.4621597805530125,1.6075,1.4447,1.9263,0.9631,3.2151,14.4311,18.2185,16.0773,13.002300000000002,43.9318,64.04959999999998,59.23369999999999,79.45989999999998,69.82839999999999,82.82979999999998,64.2901,29.85770000000001,6.010277626,5.968127764,0.009177835,2.6865207,1.6492896,0.78588,0.6465906,0.3279204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432296999999999,0.0,0.0,0.3536459999999999,1.3953384,0.0,0.1575798,0.0,0.0,0.0,0.0,0.0,2.6049837,2.6264412,2.84124,5.92874625,0.0,3.80436,2.77119825,0.923157,0.44544,2020-07-25,,PG7,0.613,0.0,0.0,0.613,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32050,TR31401,2022-03-01,"38463,5",True,0,1,3,2022,2.7785817647058826,0.7850076779991264,2.5548,2.271,2.5548,1.7032,5.1097,2.271,28.9552,7.948399999999999,0.0,1.7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130082892,0.0,0.0131850589999999,4.26030555,2.6212086,1.24902,1.0276326,0.5211702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-07,,PG7,0.706,0.0,0.0,0.706,784.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32100,TR31401,2022-03-01,"4953,2",True,0,1,3,2022,2.221068823529412,0.6274944494191665,2.0422,1.8153,2.0422,1.3615,4.0844,1.8153,23.1451,6.353599999999999,0.0,1.3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114779023,0.0,0.011633876,3.4054827,2.0952918,0.9984,0.8214303,0.4165992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-07,,PG7,0.67,0.0,0.0,0.67,784.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32110,TR31401,2022-03-01,"17919,2",True,0,1,3,2022,2.809798823529412,0.7938315907272013,2.5835,2.2965,2.5835,1.7224,5.1671,2.2965,29.280400000000007,8.0378,0.0,1.7224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131358215,0.0,0.0133143239999999,4.3081737,2.650644,1.263045,1.0391751,0.5270184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-07,,PG7,0.709,0.0,0.0,0.709,784.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32120,TR31401,2022-03-01,"9837,2",True,0,1,3,2022,2.5397224999999994,0.6578379209855651,2.2883,2.0565,2.742,1.371,4.5765,20.5425,25.933499999999995,22.8855,18.5085,62.535,91.17150000000002,84.3165,113.10749999999996,99.39750000000002,117.906,91.5143,42.50100000000001,8.554086301,8.495447174,0.0129265289999999,3.82409655,2.3477364,1.1187,0.92040405,0.466803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615384,0.0,0.0,0.5034102,1.9862454,0.0,0.2243136,0.0,0.0,0.0,0.0,0.0,3.708096,3.7387008,4.04442,8.43937695,0.0,5.41542,3.94471845,1.3140954,0.63408,2020-07-25,,PG7,0.7,0.0,0.0,0.7,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32130,TR31401,2022-03-01,"347,6",True,0,1,3,2022,2.7763916666666666,0.7191364885300177,2.5015,2.2482,2.9975,1.4988,5.003,22.4571,28.350900000000003,25.018600000000003,20.2338,68.3622,99.6676,92.1744,123.6479,108.66020000000002,128.89380000000003,100.0425,46.46149999999999,9.339356572,9.287137592,0.0129265289999999,4.17970575,2.5665012,1.22295,1.0061787,0.5102838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672732,0.0,0.0,0.5503206,2.1713316,0.0,0.245217,0.0,0.0,0.0,0.0,0.0,4.0536513,4.0871304,4.42134,9.22584975,0.0,5.92011,4.31232255,1.4365512,0.693165,2020-07-25,,PG7,0.7,0.0,0.0,0.7,584.0,
21/22,HAOUZ,Marrakech,SPA,SPA7,32150,TR31401,2022-03-01,4409,True,0,1,3,2022,3.881382083333333,1.0049633009243917,3.5021,3.1327,4.1769,2.0885,7.0043,31.3074,39.6908,34.9129,28.1943,95.2709,138.88179999999997,128.43970000000002,172.29710000000003,151.41259999999994,179.6078,139.40409999999997,64.7419,13.02234573,12.941093366,0.018872731,5.83996455,3.5931438000000004,1.712145,1.40866185,0.71442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093744,0.0,0.0,0.7668432000000001,3.0256305,0.0,0.3416952,0.0,0.0,0.0,0.0,0.0,5.648533499999999,5.6951748,6.16092,12.8556987,0.0,8.24937,6.00898575,2.0017692,0.965895,2020-07-25,,PG7,0.838,0.0,0.0,0.838,584.0,
21/22,HAOUZ,Marrakech,ORA,ORA2,20101,TR20101,2022-03-01,"13580,6",True,1,1,3,2022,23.35340478087649,8.109931629791774,22.154,20.49245,24.75915,6.9744,62.3594,18.8719,259.2841,161.4784,84.10329999999999,708.5998000000001,654.8558999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.4970603,0.6254757,1.025385,10.4794221,4.3783299,7.177695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-01-07,,PG5,0.823,0.0,0.0,0.823,6993.0,
21/22,HAOUZ,Marrakech,ORA,ORA2,20102,TR20102,2022-03-01,3170,True,1,1,3,2022,17.888346613545817,6.212088833957422,16.9696,15.6969,18.9651,5.3423,47.7664,14.4556,198.6076,123.6898,64.42169999999999,542.7768000000001,501.6099000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.1467278,0.4791123,0.78543,8.0270946,3.3537861,5.49801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-01-07,,PG5,0.724,0.0,0.0,0.724,6993.0,
21/22,HAOUZ,Marrakech,ORA,ORA2,20103,TR20103,2022-03-01,"72073,7",True,1,1,3,2022,31.80483107569721,11.044862624593865,30.1714,27.90855,33.719300000000004,9.4984,84.9268,25.7015,353.1168,219.916,114.5395,965.0373999999996,891.8435999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0388462,0.8518467,1.39647,14.2719234,5.962926899999999,9.77529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-01-07,,PG5,0.976,0.0,0.0,0.976,6993.0,
21/22,HAOUZ,Marrakech,ORA,ORA2,20104,TR20104,2022-03-01,20783,True,1,1,3,2022,38.75808884462152,13.459522214781437,36.7675,34.00995,41.09115,11.575,103.4938,31.3205,430.3164,267.9944,139.5804,1176.0163999999995,1086.8211,0.0,0.0,0.0,0.0,0.0,0.0,2.48458515,1.0380675,1.701765,17.39209605,7.2664725,11.912355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-01-07,,PG5,1.102,0.0,0.0,1.102,6993.0,
