Year,Campagne,Region,Site,Famille,Variete,Num Parcelle,CodeTracabilite,yearly_sum_N,yearly_sum_P,yearly_sum_K
2020.0,20/21,GHARB,Jorf El Melha,ORA,ORA12,16050,TR16050,20.856398102,3.301357642,70.816229717
2020.0,20/21,GHARB,Jorf El Melha,ORA,ORA13,16040,TR16040,20.611028713,3.262518141,69.9830976
2020.0,20/21,GHARB,Jorf El Melha,ORA,ORA6,15010,TR15010,188.7,62.208,747.6
2020.0,20/21,GHARB,Jorf El Melha,ORA,ORA7,16020,TR16020,4.784703094,0.757370283,16.24607623
2020.0,20/21,GHARB,Jorf El Melha,SPA,SPA1,18020,TR18020,6.504076983,0.679102987,2.636038314
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10101,TR11000,0.9669353829999999,1.830928325,22.381181313
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10102,TR11000,0.27873745299999997,0.527799796,7.379256117
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10103,TR11000,0.746297051,1.413141389,15.642936873
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10104,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10105,TR11000,1.233223024,2.335153936,26.344352277
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10106,TR11000,1.1758155590000001,2.226450753,24.265146783000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10107,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10108,TR11000,1.698015998,3.2152568230000003,32.08421131
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10109,TR11000,1.33074655,2.5198183810000003,27.121078453
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10111,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10112,TR11000,1.864013488,3.529579281,38.343503213
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10113,TR11000,1.3134551440000002,2.487076458,26.930442129
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10114,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10115,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10116,TR11000,1.294780426,2.451715182,26.361994961
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10117,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10118,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10119,TR11000,1.294780426,2.451715182,26.361994961
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10121,TR11000,1.474611041,2.79223118,30.029139008
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,10122,TR11000,1.466311167,2.776515056,29.95278957
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20123,TR20000,1.633634626,2.4410591569999998,24.869132759000003
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20124,TR20000,1.861235391,2.778791167,28.395753404
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20125,TR20000,1.861235391,2.778791167,28.395753404
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20126,TR20000,1.678336669,2.508866356,25.523165951000003
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20127,TR20000,1.8619657840000001,2.7800951520000003,28.401307419
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20128,TR20000,1.8057233080000001,2.679688338,27.973648104
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20129,TR20000,1.7228195689999999,2.576673555,26.165289652
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20131,TR20000,1.8619657840000001,2.7800951520000003,28.401307419
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20132,TR20000,0.6919692550000001,1.017107983,10.975642686
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20133,TR20000,1.720628227,2.576673555,26.046194772
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20134,TR20000,1.8619657840000001,2.7800951520000003,28.401307419
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20135,TR20000,1.785271565,2.643176769,27.818135622
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20136,TR20000,1.555259259,2.330220467,23.511769375
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20137,TR20000,1.8619657840000001,2.7800951520000003,28.401307419
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20138,TR20000,1.8619657840000001,2.7800951520000003,28.401307419
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20139,TR20000,1.054625745,1.575213387,16.072095085
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20141,TR20000,1.8619657840000001,2.7800951520000003,28.401307419
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20142,TR20000,1.8619657840000001,2.7800951520000003,28.401307419
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20143,TR20000,1.699884451,2.5192982329999998,26.421111383
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,20144,TR20000,1.4806100359999999,2.216773808,22.425155834999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30145,TR30200,1.756553351,2.6702389,28.807296167
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30146,TR30200,2.136895557,3.2492619599999997,35.023831794
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30147,TR30200,0.556612318,0.818711674,9.813051451
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30148,TR30200,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30149,TR30200,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30151,TR30200,1.4052877860000001,2.151811277,22.658360041
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30152,TR30200,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30153,TR30200,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30154,TR30200,1.765871314,2.7321809019999996,27.767440103
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30155,TR30100,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30156,TR30200,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30157,TR30200,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30158,TR30200,1.992973664,3.0176527359999996,32.983684501
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30159,TR30100,1.827987523,2.833173296,28.622233252
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30161,TR30100,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30162,TR30200,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30163,TR30200,1.810610616,2.80085573,28.484584146000003
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30164,TR30100,0.724602054,1.1203422920000001,11.413279776
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,30165,TR30100,1.848260582,2.8708771239999997,28.782823876000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40166,TR40100,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40167,TR40100,1.509438867,2.741614227,28.34393069
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40168,TR40100,1.510164213,2.742932311,28.349544763
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40169,TR40100,1.5464487610000002,2.8088364990000003,28.630248226000003
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40171,TR40100,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40172,TR40100,1.509438867,2.741614227,28.34393069
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40173,TR40100,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40174,TR40100,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40175,TR40100,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40176,TR40100,1.509438867,2.741614227,28.34393069
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40177,TR40200,1.509438867,2.741614227,28.34393069
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40178,TR40100,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40179,TR40100,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40181,TR40100,1.509438867,2.741614227,28.34393069
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40182,TR40200,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40183,TR40200,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40184,TR40200,1.547174857,2.810154583,28.635862292000002
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,40185,TR40100,1.509438867,2.741614227,28.34393069
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50186,TR50100,1.748421819,3.31070213,33.308645235
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50187,TR50100,1.465265455,2.7745349609999996,28.181011559999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50188,TR50100,1.465265455,2.7745349609999996,28.181011559999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50189,TR50100,1.429527273,2.7068633760000003,27.892780291
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50191,TR50100,1.486570909,2.814877636,28.141016121
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50192,TR50100,1.465265455,2.7745349609999996,28.181011559999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50193,TR50100,1.465265455,2.7745349609999996,28.181011559999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50194,TR50100,1.429527273,2.7068633760000003,27.892780291
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50195,TR50100,0.906512727,1.716515766,17.172756652
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50196,TR50100,1.824021819,3.4538535579999996,36.338669107
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50197,TR50200,1.441898181,2.7302881560000003,27.992552654
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50198,TR50200,1.429527273,2.7068633760000003,27.892780291
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,50199,TR50200,1.369047273,2.592342234,26.577315278
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,51101,TR50200,1.465265455,2.7745349609999996,28.181011559999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,51102,TR50200,0.859778181,1.6280221559999999,16.903712994
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,51103,TR50200,1.465265455,2.7745349609999996,28.181011559999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,51104,TR50200,0.459098181,0.869319585,9.135598236
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,51105,TR50200,1.465265455,2.7745349609999996,28.181011559999998
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,51106,TR50200,1.33812,2.533780286,26.318077629
2020.0,20/21,HAOUZ,Benguérir,AF,AF1,51107,TR50200,0.481090909,0.910963636,10.568234271
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10001,TR21010,287.145756601,281.399077789,782.276993232
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10003,TR22050,41.313328039,189.18014921900001,313.334136102
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10007,TR22141,47.697649502,242.463051628,403.55694869
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10008,TR22220,37.215767063,189.18014921900001,312.9438922
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10009,TR21040,43.945195634,223.388077789,453.08674933
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10010,TR30099,41.866195634,212.819827789,431.89924934
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10011,TR30100,39.787195634,202.251577789,529.5867493
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10012,TR30101,39.787195634,202.251577789,546.38674934
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10031,TR22130,7.564227643,17.62222222,29.279132792000002
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10033,TR22142,2.164519544,11.002974346,18.389698138
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10034,TR31040,30.118496592,153.102357656,253.7999716
2020.0,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10035,TR22031,2.214179399,10.734680230999999,29.157592543
2020.0,20/21,HAOUZ,Lalla Takerkoust,ORA,ORA5,10005,TR32010,31.962700396,162.477060332,254.88833664
2020.0,20/21,HAOUZ,Lalla Takerkoust,ORA,ORA5,10036,TR22034,0.648192681,2.253516041,3.713800788
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,21090,TR21902,34.282121655,9.865321519000002,0.246266662
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,21100,TR21902,32.776367277,9.898678481000001,0.324189873
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,21110,TR21902,4.958521909,-1.0,0.077543465
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23080,TR21705,8.780883296,3.6163963690000003,-1.0
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23090,TR21705,11.309845652,3.6163963690000003,-1.0
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23100,TR21705,11.309845652,3.6163963690000003,-1.0
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23110,TR21705,11.055660022,3.5468502849999997,-1.0
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23120,TR21705,10.919120493,3.481167872,-1.0
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23130,TR21807,11.309845652,3.6163963690000003,-1.0
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23140,TR21807,11.309845652,3.6163963690000003,-1.0
2020.0,20/21,HAOUZ,Marrakech,AF,AF1,23150,TR23150,1.837942739,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA10,24101,TR21606,23.032751559999998,18.90941754,0.487729054
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,12010,TR11402,13.97330343,11.47901405,0.276
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13010,TR11302,0.01088041,-1.0,0.024463519
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13021,TR11302,0.00959194,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13031,TR11302,0.014173166000000001,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13041,TR11302,0.015032145,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13051,TR11302,0.016463777,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13061,TR11302,0.017609084,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13070,TR11302,0.015318472999999999,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13080,TR11302,0.030064289,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13090,TR11302,2.9298745939999997,2.093736665,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13100,TR11302,1.685291437,1.204324139,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13110,TR11302,2.2004378740000003,1.57243028,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13120,TR11302,3.14430804,2.246936909,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13130 ,TR11105,17.268359664000002,12.33629056,1.6110000000000002
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,13170,TR11203,11.01684795,7.872790305,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,23010 CLEMENTINE NULES,TR21202,15.262299065999999,10.90485758,0.913695747
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,23020,TR21202,7.3561157370000005,5.25594487,0.495354753
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA14,23040,TR21202,7.310432156,5.22319755,0.363877758
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,11050,TR11602,3.135354644,2.566435295,0.07182575
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,11112 ,TR11602,9.440026042,6.761546691,0.25217425
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,12090,TR11501,6.375795779,5.21895647,0.434999999
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,12150,TR11501,5.819215109,3.495944452,3.36
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,13150,TR11501,0.016888279,-1.0,0.18
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,22212,TR21001,69.00418884700001,53.01858246,22.353035976
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,32080,TR31001,3.190565085,2.59620346,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,33010,TR31102,8.90057975,7.242627677,0.089959132
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA15,33020,TR31102,21.156117352000003,17.21516886,0.103937745
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA18,11222 ,TR11222,0.023693481,-1.0,14.948694522
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA18,14031,TR14031,0.305253454,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA18,14032,TR14032,0.824184347,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA18,14070,TR14070,0.526562199,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA8,15060 ,TR11003,0.041046952,-1.0,14.787702566
2020.0,20/21,HAOUZ,Marrakech,CLA,CLA8,15070 ,TR11003,0.037042371,-1.0,13.320141041
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,23160,TR22005,3.337985486,1.543463554,0.271256185
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,23170,TR22005,4.825356763,2.231555129,0.39218492
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,23180,TR22005,9.674879059,4.4734575,0.786188317
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,23191,TR22005,13.878436935,5.897927774999999,1.036532014
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,23200,TR22005,9.033238034,3.838826674,0.674655048
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,23210,TR22005,2.816266045,1.196830958,0.210337198
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,23231,TR22005,9.812133648,4.169938409,0.732846319
2020.0,20/21,HAOUZ,Marrakech,MAD,MAD2,24300,TR22005,0.855704029,-1.0,-1.0
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,12020,TR11803,0.112972866,-1.0,37.145213465
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,12050,TR11901,0.224057648,-1.0,40.504095301
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,12060,TR11803,0.192706301,-1.0,35.781587454000004
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,12100,TR12002,0.11955314,-1.0,21.656125116
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,12140,TR11901,0.078895642,-1.0,12.282082498000001
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,13997,TR12101,0.415619062,-1.0,2.057202287
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,13998,TR12101,0.088148261,-1.0,66.328635772
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,13999,TR12101,0.234062762,-1.0,47.388388318
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,15030,TR11703,0.0522921,-1.0,74.522785875
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,15040 ,TR11703,0.09018002800000001,-1.0,34.766816786
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,15080 ,TR11703,0.132049333,-1.0,40.999531014
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,15090 ,TR11703,0.025627265,-1.0,20.623723413
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,15100 ,TR11703,0.049309603,-1.0,40.685229961000005
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,15110,TR11703,0.011440744000000001,-1.0,0.689934426
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,15120 ,TR11703,0.037983268,-1.0,30.434156766
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,19995,TR12101,0.21889957499999999,-1.0,36.903903954
2020.0,20/21,HAOUZ,Marrakech,NOA,NOA1,19999 ,TR12101,9.1463178,7.419526776,1.6810384360000001
